42,26,25,25,25,39,26,25,25,26,24,26,25,24,26,25,25,25,25,40,25,26,25,26,24,26,24,25,25,41,25,25,25,25,26,25,24,26,25,25,24,26,27,38,25,26,24,25,25,41,25,26,25,25,50,25,64,45,48,71,33,63,26,42,26,26,27,25,25,26,27,34,28,39,27,26,26,26,46,27,39,27,25,41,43,25,26,48,32,26,26,63,27,61,25,38,55,45,54,28,27
39,27,60,48,33,65,35,54,28,37,27,36,49,27,41,28,25,25,39,28,39,27,26,27,26,44,26,25,26,26,25,26,26,26,25,26,43,26,40,27,40,27,40,27,38,31,42,29,33,28
37,28,64,45,30,34,74,50,43,26,57,27,40,25,41,26,42,30,38,32,41,27,26
28,37,54,46,30,44,78,37,43,35,40,63,28,36,26,43,33,33,27,39,40
