40,25,42,26,26,25,25,25,25,26,25,25,25,26,24,25,39,26,25,26,25,47,26,25,49,25,25,26,25,25,25,49,27,40,27,25,25,25,26,37,26,41,27,72,51,31,37,57,43,50,28,38,26,42,27,26,26,25,26,36,28,26,27,25,26,26,43,27,25,25,26,26,25,26,34,27,25,26,40,26,26,26,26,26,25,27,35,28,38,30,37,66,29,40,27,38,28,40,27,40,27
47,71,28,66,29,53,33,45,27,26,26,38,27,56,35,26,27,26,27,26,35,28,39,28,25,27,25,26,25,44,25,26,26,40,27,39,27,26,26,26,26,25,44,27,49,42,26,39,27,27,26,36,30,37,29
39,26,26,27,37,27,53,46,60,66,36,29,27,39,26,59,27,39,29,36,30,47,42,27,39,28
39,26,66,46,61,68,37,28,31,35,27,59,28,37,27,39,35,41,45,28,37,26
