45,27,28,44,27,28,47,27,28,44,28,38,27,28,45,27,28,27,29,39,27,28,39,42,27,27,47,27,28,45,129,28,39,29,37,28,41,28,27,42,29,38,29,38,29,47,58,35,51,113,88,46,37,46,39,44,32,36,29,38,29,31,40,30,35,29,29,44,29,37,30,37,28,38,29,37,28,41,29,29,43,28,30,42,29,28,43,29,28,42,29,29,42,29,29
32,50,28,128,42,52,48,30,29,44,29,38,29,29,42,29,29,41,29,30,42,29,30,41,30,37,29,29,42,33,29,30
34,48,30,125,45,51,49,29,40,29,36,29,30,42,29,28,43,29,30,41,29,30,42,30,37,29,37,29,28
34,48,29,129,41,51,50,30,28,42,30,38,28,30,42,29,30,40,30,30,41,29,29,41,29,38,31,36,29,29
