40,27,27,46,27,38,28,26,28,28,41,28,27,45,28,27,45,47,27,53,28,27,27,58,27,27,62,66,27,73,159,28,29,78,79,27,27,79,28,79,47,101,42,89,82,88,76,248,51,48,34,32,28,39,28,37,29,28,44,28,29,43,29,29,42,30,39,30,35,30,28,44,29,37,29,38,29,28,43,29,28,43,29,28,43,29,28,43,29,28,43,28,29,43,29,27,44,29,28,43,28,38,29,29,43,28,29,43,28,28,43,28,29,44,28,29,43,28
146,99,28,124,215,44,54,28,40,29,28,43,29,29,42,29,38,29,38,29,36,30,38,29
53,126,43,50,50,28,29,43,29,28,44,28,29,42,29,29,43,29,29,42,30,36,40,43,29,29,42,33,29,47,29,46,29,28,43,28,29,43,28,29,43,29,28,43,29
41,88,38,30,52,48,29,29,44,30,28,43,29,36,29,28,43,30,29,42,30,29,41,29,28,43,28,29,101,80,29,29,28,43,29,37,28,30,42,30,29,41,28,46,30,45,30,29,52,58,29,29,60,30,64,29,69,28,73,30,77,29,29,79,29,30,79,78,30,28,29
