47,27,27,45,27,40,26,27,34,29,28,27,46,27,27,45,39,27,27,28,47,27,27,27,27,42,28,26,27,27,43,27,27,46,27,27,45,28,27,46,27,26,46,28,40,30,117,27,41,27,38,28,42,27,27,46,27,27,46,27,26,27,28,42,28,38,27,40,28,27,46,28,46,57,35,48,69,33,118,66,48,35,48,36,29,34,28,38,29,40,28,28,42,29,28,43,29,28,44,29,37,29,40,28,28,44,29
30,76,40,46,132,62,47,29,29,43,28,38,29,28,43,29,27,44,28,29,43,28,30,42,29,37,29,29,42,28,39,30,37,28,28,45,27,39,28,28,44,28,28,42,30,27,44,29
32,47,125,44,43,30,47,49,29,36,28,28,45,29,28,43,29,28,43,29,28,44,28,29,42,28,29,44,29,37,33
33,49,29,124,39,49,61,29,28,42,29,36,29,28,46,28,29,42,29,39,28,29,43,28,28,43,29,28,43,33,29,28,44,28,29,43,28,28,44,29,28,42,28,29,44,29,27,44,29,28,43,28,28,44,28,28,44,29,28,43,29,28,43,28,39,28,28,43,29,28,44,28,28,44,28,29,42,29,37,29,29,42,29,28,44,27,28,44,29,28,44,28,28,44,28,28,43,29,27,45,29,38,29
