79,79,28,28,28,129,29,27,79,30,28,79,77,28,29,158,44,28,47,29,28,104,38,29,36,30,38,29,39,29,30,40,29,38,29,50,62,42,113,95,41,59,41,38,45,31,36,40,44,30,37,30,40,45,31,31,40,31,30,39,31,34,31,46
42,49,30,40,138,50,61,30,29,42,30,35,30,54,30,29,42,31,36,30,52,30,38,30,52,29,31,41,30
30,53,131,41,50,54,40,38,30,35,30,53,29,30,43,30,30,40,32,30,46,30,48,31,30,29,75,35,59,35,37,30,30,40,31,29,39,31,29,41,31,29
44,48,30,133,38,45,53,31,29,43,31,34,30,31,41,30,30,40,31,29,40,30,30,39,31,37,31,35,31
