46,27,27,46,27,27,45,27,28,28,26,42,28,27,44,27,28,44,28,27,37,44,27,27,42,37,27,26,47,28,26,45,27,27,28,26,43,27,27,45,28,27,111,29,38,28,40,27,38,28,40,27,28,26,37,28,27,44,28,37,28,39,28,40,29,49,55,34,49,56,110,84,49,37,30,33,29,38,28,39,28,38,29,28,44,29,29,42,29,29,41,29,38,28,28,44,29,40,29,37,30,37,29,28,43,29,28,43,29,37,30,27,44,28,29
40,27,27,45,28,39,28,26,46,27,28,45,28,27,45,28,27,45,28,27,27,28,40,28,27,45,29,27,44,28,27,45,27,28,45,28,27,45,28,27,46,26,28,45,28,27,45,27,40,30,54,26,27,51,37,72,81,80,44,48,29,38,29,28,42,29,38,29,29,42,29,28,43,29,29,43,28,29,42,30,37,29
52,126,43,50,50,28,28,45,28,29,43,29,29,42,29,28,43,30,29,42,29,29,42,30,27,43,29,36
38,51,29,128,45,44,54,29,28,45,29,28,43,29,29,42,29,28,42,29,38,31,28,42,30,37,30,28,42,29
