43,28,28,44,28,28,44,28,28,44,29,28,43,28,28,44,29,28,47,29,28,43,28,28,29,59,32,119,28,28,48,29,34,29,29,43,29,49,53,46,57,46,35,34,56,109,69,49,50,31,34,30,37,30,38,30,30,40,30,30,40,30,30,39,30,37,31,37,29,29,43,30
59,30,128,43,44,54,30,37,30,38,30,30,40,30,29,41,30,30,40,30,30,41,29,30,40,30,30,40,30,37,34,30,30,40,30,29,40,30,38,30,29,41,29,29,42,30,29,41,29
34,48,30,126,44,44,56,29,30,41,30,38,30,30,41,29,36,31,30,40,31,29,39,32,36,30,36,30,30
41,51,29,130,42,44,51,31,29,46,30,34,31,29,41,29,30,41,32,29,40,30,29,40,30,36,35,29,30,41,31,28
