39,27,27,46,27,39,28,39,28,28,44,28,39,27,28,42,29,27,46,27,27,52,53,27,27,27,93,28,27,67,74,161,28,28,78,78,28,27,78,29,79,47,60,140,35,30,166,94,201,39,44,29,39,29,29,42,29,29,41,28,29,43,30,37,31,36,30,29,42,31,36,28,28,44,29,37,30
206,47,128,43,43,57,30,36,30,38,28,29,44,29,28,42,29,29,43,29,29,41,29,38,31,53,28,29
31,86,37,110,43,43,52,29,28,42,34,34,28,52,28,30,44,29,28,43,30,29,41,29,38,40,44,29
40,48,38,127,48,55,70,29,29,60,62,28,30,71,73,28,29,78,82,29,80,29
