41,26,27,27,26,45,26,27,27,27,42,28,27,27,27,41,28,38,28,27,28,27,41,27,27,27,26,42,26,27,38,43,27,27,40,40,27,26,28,26,43,28,26,27,27,42,28,27,45,28,27,45,27,28,46,27,27,45,27,26,29,26,42,27,27,46,28,26,27,27,42,28,27,45,27,27,113,29,36,28,38,28,41,27,40,28,38,29,47,56,36,48,30,38,59,44,130,66,49,50,35,31,35,30,36,29,38,29,28,42,29,28,44,28,29,45,29,28,42,28,39,28,28,44,29,37,29,39,29,27,44,29,38,28,38,28,28,45,28,27,44,28,28,45,28
31,77,39,48,130,64,29,29,27,43,28,39,29,37,29,27,45,29,37,29,27,44,29,28,44,29,38,29,37,29,27
33,48,29,124,38,49,50,47,28,28,42,28,28,44,29,27,45,28,29,43,29,28,43,29,38,30,28,42,28,29
36,47,29,127,44,50,49,28,28,46,29,37,29,28,44,28,28,43,30,29,42,28,28,43,30,38,28,29
