37,28,27,28,28,41,28,27,45,28,28,44,28,27,45,28,39,28,28,47,28,28,40,28,26,47,28,27,44,124,28,29,35,29,39,27,29,44,28,48,56,38,63,46,105,91,50,40,40,44,32,35,30,36,29,38,30,38,29,28,44,29,30,39,29,29,43,28,30,42,29,38,28,28,45,29,38,29,28,43,28,29,42,28,29,44,29
31,77,40,115,93,30,29,30,38,29,38,29,29,42,29,28,43,29,28,43,30,28,42,29,29,42,29,38,29,38,30,28,41,29,38,29,29,41,28,29,43,29,28,43,30,28
61,30,128,42,51,50,30,37,30,37,28,30,42,29,29,42,30,28,42,29,29,42,30,29,41,30,36,30
62,30,131,39,44,56,29,37,29,38,29,28,43,30,29,41,29,29,43,29,29,41,29,29,43,29,38,29,38,34
