28,27,46,27,39,28,27,45,28,26,47,27,27,45,27,27,45,27,29,47,28,27,42,28,45,27,28,27,27,27,43,29,118,28,40,28,39,27,41,27,28,45,28,40,28,36,27,39,28,46,80,34,133,105,73,37,47,36,32,30,36,32,34,29,29,44,29,38,29,29,42,29,30,39,29,38,28,28,45,30,37,29,28,44,28,39,28,28,44,28,29,42,29,28,43,29,38,29,37,29
50,126,45,51,49,29,28,45,29,36,28,29,43,28,29,44,30,31,39,29,28,41,29,42,28,29,47,49
62,29,126,42,52,49,29,29,45,29,34,28,29,44,29,28,43,30,29,47,56,29,44,29,28,43,28,38,34,29,28,43,29,28,43,28,29,42,30,28,42,28,28,45,28
31,68,39,50,134,64,49,28,28,43,29,38,29,29,42,29,37,29,29,43,30,29,41,30,29,40,30,43,28,29
