38,28,27,45,27,28,46,27,27,45,28,27,46,28,27,45,27,28,45,27,27,45,27,27,26,28,43,27,27,46,29,119,28,39,27,39,28,40,28,28,45,27,27,45,27,28,44,27,27,36,44,27,29,63,28,48,54,36,116,105,38,38,39,46,32,33,33,34,33,33,31,38,30,35,30,39,30,36,31,34,28,29,44,29
59,27,131,29,51,49,29,38,29,39,29,27,44,28,37,28,28,45,29,29,42,29,29,42,29,28,43,29,38,28,39,32,29,29,42,29,29,43,28,29,43,28,29,43,28,29,43,30
38,28,27,46,27,27,46,28,27,45,27,27,46,28,27,45,28,27,45,28,51,127,42,43,58,29,38,30,38,27,29,43,29,29,43,28,29,42,30,29,42,29,37,30,28,43,29,37,33,29,28,44,28,29,42,28,38,30,27,44,29,28,42,29,28,43,29
33,47,126,42,51,49,30,38,30,37,29,28,42,28,29,44,28,29,44,28,29,43,28,38,29,29,42,28,29,42,33,30,28,43,29,28,43,28,29,43,29,29,42,29,29,42,29,29
