46,28,27,45,27,27,46,28,27,45,27,27,46,28,28,44,27,27,45,28,28,27,27,28,27,28,41,28,27,46,27,27,45,27,28,96,30,46,64,49,43,76,141,61,40,31,35,29,29,42,31,36,29,38,29,28,45,28,28,41,29,28,43,30,46,28,46,29,28,51,41,29,27,47,29,28,41,30,28,43,28,28,44,28,38,29,29,42,28,40,28
31,50,30,111,45,43,56,37,47,28,39,28,28,44,28,29,43,29,29,42,29,28,42,29,29,43,28,29,43,29,28,43,28,28,44,29,27,45,28,29,43,28,28,43,29,27,44,30,37,29,28
39,28,27,46,28,39,28,27,44,28,27,46,27,28,45,28,28,44,27,27,49,112,28,57,44,55,28,39,30,28,43,29,37,30,38,28,28,43,29,38,29,28,43,29,29,41,29,37,34,29,28,44,28,28,44,28,38,29,28,43,29,28,44,28,28,44,28,28,44,29,29,41,29,38,30,37,28,29,43,28,29,43,29,37,28,29,44,28,28
50,119,38,52,50,48,37,45,29,38,29,38,29,28,42,29,30,41,29,29,43,29,29,41,29,38,29,38,29,28,43,29,29,43,28,28,44,28,37,30,28,43,29,28,43,29,29,42,29
