38.97,29.97,31.96,31.33,31.92,40.67,30.75,59.87,30.07,33.89,32.43,29.91,35.29,32.51,29.13,33.37,33.71,33.71,34.05,34.58,35.94,34.17,52.25,39.9,41.3,158.12,36.72,37.22,35.81,31.62,38.52,35.85,34.14,33.87,36.32,33.68,36.79,35.31,44.48,38.37,35.81,38.08,34.55,42.4,41.22,77.16,39.54,45.34,49.59,55.99,38.17,41.83,35.87,34.44,35.75,36.25,35.92,37.93,34.94,34.21,34.7,35.1,36.58,35.31,33.65,33.66,35.94,34.72,35.79,33.46,33.49,37.28,33.13,34.16,34.57,39.34,36.87,34.68,39.45,40.05,33.5,37.11,34.53,36.12,37.4,38.13,38.57,33.2,34.17,34.73,40.65,42.51,32.68,33.85,35.34,37.23,38.52,34.81,35.12,34.57,35.42,32.94,36.61,36.55,38.58,35.16,36.69,35.89,34.12,37.39,37.12,36.27,37.1,37.96,38.54,35.27,34.32,40.54,56.13,36.46,41.98,38.17,37.33,43.5,62.48,49,37.97,41.39,44.32,50.92,56.21,52.34,58.98,45.05,39.98,39.87,43.71,38.91,35.68,40,37.74,36.21,41.88,38.78,38.66,42.89,47.74,39.34,36.83,44.47,38.01,36.95,38.07,38.5,44.18,37.19,36.18,37.66,39.59,36.38,35.84,44.78,36.76,38.55,36.06,37.03,37.96,38.45,37.96,32.33,34.55,38.3,34.83,30.77,35.61,38.06,36.33,32.66,42.22,35.17,37.59
58.77,67.08,65.17,35.68,122.04,57.47,68.57,42.01,49.28,67.86,44.61,42.25,35.69,37.16,38.39,35.3,40.64,39.7,35.93,36.54,35.49,54.17,54.39,39.37,47.87,38.85,42.73,39.88,78.61,45.32,43.06,42.06,44,43.18,44.46,40.73,38.82,38.6,39.42,38.71,40.76,40.4,42.19,41.87,32.78,35.8,35.41,39.91,37.26,40.87,36.78,41.99,40.36,35.47,37.86,40.57,35.88,37.84,43.02,34.12,38.55,40.03,38.51,40.07,39.94,39.91,38.86,40.9,35.71,43.04,35.44,38.22,42.04,36.61,38.55,36.49,38.96,36,38.72,39.9,34.88
39.91,37.76,37.18,58.47,30.56,32.63,120.66,56.78,33.1,39.02,34.27,36.01,93.14,42.66,37.22,36.05,34.57,48.64,46.58,40.43,36.19,36.88,35.48,75.49,59.17,46.12,40.07,47.86,44.91,67.66,38.71,41.13,41.92,44.15,39.5,42.04,36.5,37.08,41.92,39.11,36.15,38,42.08,38.81,37.9,41.55,35.75,40.43,35.42
42.36,50.66,60.61,58.1,95.46,57.75,81.09,39.71,40.61,44.93,75.04,36.49,37.16,33.25,34.25,34.86,34.96,42.18,37.37,37.76,35.02,33.88,36.41,61.9,43.59,39.35,45.77,36.73,38.45,41.03,74.41,42.15,35.7,42.98,40.36,43.19,33.05,38.11,41.25,43.41,31.95,36.76,37.42,40.39,36.14,41.24,38.58,35.7,34.77,42.22,36.81,36.82,40.98,37.74,39.65,35.46,39.76,34.93,37.68,36.52,38.22,37.99,38.13,39.79,36.56,39.76,35.89,37.12,41.83,36.51,36.31,38.82,38.07,38.09,36.02
