45,50,34,26,56,40,71,64,74,76,61,30,35,78,44,27,36,27,27,27,36,27,27,26,27,43,27,28,44,28,38,31,74,29,32,28,42,56,27,56,93,68,34,47,40,44,26,42,27,39,26,40,26,27,27,39,27,38,30,37,26,40,29
40,27,51,81,28,28,38,44,28,53,28,42,27,43,63,28,52,39,86,83,49,30,39,45,30,53,32,118,29,40,28,38,28
39,28,53,37,29,38,81,35,33,27,42,48,37,28,35,28,54,35,29,61,46,29,102,33,50,28,54,28,39,28,41,27,107,26
30,52,26,60,31,62,38,37,29,30,37,52,27,37,31,37,26,45,69,28,29,102,52,28,39,31,34,27,27,28,38,32,32,29,38,123
