56,30,86,29,47,44,66,48,31,36,39,45,29,36,67,29,40,28,29,49,29,47,30,37,29,54,30,27,43,28,29,42,31,35,30,38,28,69,36,34,43,39,30,41,56,28,97,37,50,49,47,30,28,41,29,40,28,29,42,29,39,28,28,44,28,28,43,29,42,28,28,29,70,29,52,29,28,58,28,28,28,78,28,28
42,30,50,85,30,56,34,51,61,28,58,29,61,49,29,105,29,82,29,86,41,80,29,40,85,133,29,113,28,57,34,34,31,36,48,28,40,30,28,113,29,28,29,43,29
38,29,50,83,28,63,29,49,34,54,86,28,30,99,29,77,32,32,78,42,66,81,29,41,84,86,80,52,35,78,31,52
47,51,28,50,66,42,48,51,29,37,29,39,29,28,42,29,38,35,31,33,38,62,45,42,36,68,27,34,124,30,61,30,35,34,34,31
