39,27,52,53,28,82,43,51,32,26,27,62,28,26,63,28,69,36,30,99,79,78,26,27,80,29,39,119,29,81,27,80,37,85,38,27,89,47,313,84,58,34,32,27,39,29,26,28,36,26,27,27,37,27,38,27,40,28,40,27,26,27,37,26,27,26,27,43,28,26,28,35,27,26,28,27
39,26,27,27,27,43,28,26,27,26,43,27,26,27,27,44,26,26,27,26,44,27,52,39,28,38,70,34,44,27,27,27,26,44,28,63,44,31,73,31,64,81,38,47,32,45,41,30,38,80,50
80,83,28,43,123,28,346,38,35,67,69,45,55,98,32,50,47,28,37,29,54
38,27,27,26,27,44,29,57,26,54,32,62,42,28,37,26,53,36,28,40,27,39,31,54,36,62,27,70,26,94,35,33,28,37,28,54
