30,51,26,60,67,27,36,35,33,28,38,26,53,39,26,41,26,40,26,26,27,26,43,26,43,27,25,42,44,26,26,27,75,26,29,46,40,45,60,52,26,52,33,127,44,44,29,37,29,26,27,35,27,25,26,26,27,27,42,27,27,25,27,46,25,41,26,26,27
33,27,55,38,28,39,67,33,28,36,26,53,37,36,31,27,39,31,43,70,62,33,96,32,34,49,34,28
30,28,53,37,27,38,67,33,39,30,27,42,48,36,28,25,42,30,52,36,29,57,46,26,109,34,30,26,27,27,37,28,42,47
41,28,54,38,27,38,67,33,28,38,27,52,38,27,40,36,32,29,38,55,69,44,29,124,27,51,27,41,27
