30,33,27,43,71,28,29,41,45,54,28,34,27,27,26,27,43,28,39,26,27,34,30,28,27,44,26,43,27,26,49,30,28,54,36,27,60,100,27,85,33,37,28,38,77,48,91,32,39,43,33,33,50,30,37,26,27,26,27,26,27,44,26,27,26,26,44,27
29,35,27,51,78,27,28,48,42,31,33,56,28,33,27,40,26,41,28,70,35,34,27,45,47,48,39,54,92,31,38,46,26,41,28
37,28,40,71,29,38,32,32,28,54,28,39,28,55,26,41,28,67,41,28,37,49,59,26,80,25,117,42,75,76,27,114
41,36,26,59,64,28,39,27,43,28,36,28,38,27,45,78,30,38,29,69,39,45,33,40,32,113,31,36,49,28,40,27,56,29
