37,27,26,26,26,48,26,27,25,27,43,27,61,32,64,39,45,29,38,26,44,61,27,41,27,40,32,35,29,39,27,39,28,38,28,25,28,26,43,26,26,53,28,39,43,65,29,57,28,41,64,44,69,120,73,46,79,37,79,38,27,90,27,27,64,32,28,25,64,27
30,69,32,62,47,44,28,37,34,49,28,39,27,40,29,59,50,65,33,33,31,59,25,83,32,51,28,40,27,27
29,29,51,77,27,28,38,52,32,32,49,28,42,37,28,28,39,67,29,37,28,54,34,57,35,112,30,29,38,35,33,27,38,28
39,27,50,64,47,62,27,41,27,26,27,27,43,27,40,33,37,61,37,36,46,34,66,27,40,51,80,41,43,29,38,27
