54.37,32.55,31.42,29.1,36.66,30.6,33.6,30.96,33.27,32.65,30.17,32.89,30.03,31.9,31.41,32.1,33.73,33.43,29.5,33.29,33.23,29.58,31.42,32.96,32.09,31.7,31.47,29.41,32.84,40.6,33.87,54.15,28.98,31.92,29.62,35.62,30.93,30.23,31.45,32.96,30.68,32.35,28.78,32.54,33.13,43.18,31.58,32.2,62.26,34.91,35.37,44.43,36.71,31.69,30.8,31.93,30.7,30.88,33.7,29.82,32.72,32.51,32.45,31.81,30.54,31.15,32.96,33.02,33.32,29.08,32.14,33.05,29.85,33.89,30.92,30.36,32.49,39.37,36.53,32.47,34.53,32.13,34.28,42.93,51.98,38.42,34.95,45.95,53.87,40.28,33.77,38.14,29.76,33.28,32.83,31.8,38.53,47.03,37.85,46.39,43.46,33.4,33.35,36.74,46.03,35.33,35.78,36.22,39.39,58,35.76,32.57,37.46,34.51,33.66,35.58,38,32.26,37.16,33,30.01,33.57,31.09,33.83,35.47,33.82,32.93,28.98,33.06,31.45,32.99,30.19,33.9,30.26,33.08,30.22,34.19,29.81,31.45,34.6,31.72,33.27,29.72,34.79
50.37,70.79,48.62,38.03,32.36,33.4,31.08,33.19,29.91,33.29,30.45,34.7,33.9,32.35,30.36,59.02,54.32,39.25,32.96,34.33,30.95,37.45,60.02,48.77,34.06,31.62,31.1,33.25,31.38,33.64,31.96,31.21
36.99,34.99,30.76,33.29,28.82,37.96,30.15,101.56,42.51,49.92,36.16,31.5,34.56,29.82,33.41,29.71,52.48,35.01,53.85,60.24,32.73,35.8,40.12,46.1,45.11,32.77,39.33,37.19,33.89,51.13,31.53,30.72,32.12,34.45,29.21,33.13,30.73,33.14,33.15,30.6
39.15,40.13,43.79,36.36,38.84,31.48,32.77,29.22,33.48,33.93,40.9,31.98,38.97,41.77,50.71,40.02,55.94,40.26,44.65,40.8,30.43,37.34,56.73,67.39,40.11,36.98,37.45,40.16,35.25,34.09,34.99,34.71,36.64,31.15,31.8,30.82,31.5,34.21,34.56,35.02,35.25,33.62,32.34,33.44,29.77,34,28.92,34.24,31.34,32.51,37.04,29.39,33.34,41.37,30.44,34.13,43.49
