38.12,33.07,28.74,30.54,32.01,30.32,35.63,28.97,34.58,37.94,54.34,37.11,43.93,67.52,50.03,40.74,35.34,39.26,34.12,37.77,33.01,32.75,29.1,34.51,31.92,32.94,32.83,30.18,30.74,30.92,32.59,33.98,32.26,33.62,28.72,31.12,30.59,31.8,31.87,37.07,38.46,30.54,30.44,30.99,39.56,35.4,46.24,44.97,46.16,33.92,33.47,34.21,40.14,36.58,37.54,39.9,37.33,36.52,41.85,39.11,63.78,37.83,41.61,33.56,32.75,37.83,33.91,32.66,31.78,32.16,32.2,33.81,36.14,30.03,32.31,28.75,31.6,32.13,30.07,32.37,32.58,33.73,28.62,32.99,31.41,31.53,30.38,32.01,33.13,33.36,28.35,33.26,30.45,33.45,28.32,32.73,30.7,31.85,29.98,30.63,30.46,33.49
46.49,43.86,48.57,36.83,36.49,32.37,32.88,30.76,31.71,29.94,44.45,46.1,56.85,41.56,31.7,33.51,31.84,31.79,37.55,49.02,52.11,30.8,33.07,32.1,31.94,36.2,35.17
37.67,57.34,48.17,38.01,36.11,31.34,32.73,28.53,35.11,32.68,45.57,47.38,41.23,37.86,34.57,32.31,33.41,32.8,34.42,48.86,40.47,33.56,32.3,28.8,31.32,33.99,31.89,33.46,28.89,32.97
46.08,33.63,43.22,39.76,34.44,29.12,32.57,30.78,32.9,29.93,34.46,41.27,41.84,39.13,37.76,38.25,30.68,30.08,32.21,48.26,39.56,42.04,34.68,32.39,32.33,34.07,34.03,33.87
