36.54,31.88,30.46,29.16,32.31,31.4,29.7,31.83,29.16,31.52,28.6,32.59,31.75,30.04,30.51,32.3,29.32,30.36,32.48,29.19,32.48,29.61,32.42,33.82,30.17,33.25,30.47,31,32.25,28.6,31.27,32.82,31.21,28.71,30.73,30.92,28.66,32.13,30.11,30.91,32.35,28.89,32.56,30.17,30.35,31.27,29.59,31.96,29.14,32.72,29.86,42.05,33.9,67.24,30.34,33.81,68.04,41.93,36.61,40.29,43.72,33.98,29.41,32.87,29.73,30.68,29.98,35.53,29.14,30.4,32.8,29.27,32.48,29.06,32.05,30.73,32.16,29.16,32.02,30.86,29.79,31.97,28.59,33.49,29.18,32.29,28.72,33.99,32.27,36.9,51.59,30.99,30.43,33,29.12,31.02,36.22,31.74,32.39,35.28,28.26,32.89,34.64,34.9,53.16,38.07,32.68,35.2,30.86,31.67,29.77,31.73,32.6,33.08,30.02,29.63,31.44,31.73,28.89,32.11,29.76,48.03,31.67,32.17,32.4,29.12,32.36,30.18,29.8,29.96,32.12,31.15,29.37,32.57,30.39,36.24,34.16,34.02,34.31,67.93,36.78,32.94,32.55,30.74,35.79
31.67,30.74,30.57,36.1,61.69,49.56,36.91,32.53,30.13,37.05,29.96,31.45,33.35,32.79,32.29,34.7,51.69,32.04,37.5,33.73,30.98,31.33,33.04,31.35,51.95,46.17,34.92,31.95,31.67,31.24,31.71,38.39,32.1,31.22,31.38
42.82,33.14,56.39,40.65,29.98,32.24,29.27,33.27,31.68,28.91,42.89,41.06,51.22,39.71,37.13,32.32,29.16,32.68,30.45,50.83,42.85,39.1,31.95,29.36,33.42,31.28,36.13
44.26,36.79,44.26,36.65,35.56,31.61,32.05,30.41,32.35,31.73,31.6,33.72,44.83,56.99,35.12,32.11,31.19,32.23,34.34,41.42,44.19,33.93,31.96,31.55,31.4,34.06
