47.16,34.25,33.51,29.04,37.61,32.96,34.39,36.83,45.14,56.32,52.17,79.93,35.59,39.82,42.8,31.85,32.48,35.25,36.35,36.63,35.29,37.97,29.07,31.81,30.58,30.88,32.06,32.15,33.12,30.13,29.67,33.06,34.31,30.66,30.31,31.52,33.35,33.49,29.43,30.96,33.87,30.49,33.1,32.48,33.98,32.86,45.92,34.87,48.67,33.09,34,37.49,47.6,68.55,41.32,37.89,42.6,53.71,35.9,33.89,30.68,33.75,30.14,33.06,34.59,31.96,31.2,29.88,31.9,31.27,32.33,32.31,29.67,30.67,31.38,32.66,30.24,33.09,32.08,29.99,33.44,34.44,35.05,38.02,31.51,32.43,31.65,29.29,31.81,32.31,30.22,31.33,29.92,33.7,31.73,29.06,31.67,32.72,30.54,29.62,32.46,31.62,29.23,31.65,33.25,30.12,30.77,33.59,31.19,30.21,30.71,33.4,28.97,32.62,30.12,31.58,32.46,31.44,30.57,30.74,32.03,28.42,32.18,28.54,33.95,33.32,31.85,32.19,29.26,33.13,29.07,32.57,28.87,32.04,32.22,31.32,32.89,30.96,30.59,32.94,32.3,31.81,32.19,33.52,29.42,32.13,29.91,32.32,30.73,33.45,30.21,33.22,36.6,35.5,37.27,30.17,37.16,51.95,42.66,39.07,31.45,34.1,30.9,35.09,29.64,30.4,30.17,32.53,32.1,29.37,31.16,32.89,28.28,32.68,31.8
58.2,37.08,44.15,36.97,31.77,30.49,29.96,33.8,28.78,32.6,30.1,33.01,47.15,39.97,40.2,34.49,31.09,32.31,32.65,52.98,43.76,36.87,34.73,30.17,33.75,30.5,34.03,35.58,47.35,46.45,34.28,37.48,33.49
36.82,36.61,45.21,42.98,38.09,33.07,30.03,31.56,33.92,31.43,31.09,47.09,55.26,37.31,35.93,32.56,31.88,32.03,34.15,33.94,51.72,34.42,33.38,30.43,32.55,31.17,32.77,31.01,31.12,31.28,31.76,31.15,30.74,30.09,29.49,31.42,31.42,31.95,30.89,31.52,29.91,32.55,32.07,28.74,33.07,31.65,33.29,32.41,32.72,30.36,31.73,33.29,28.66,33.24
32.63,33.36,31.92,30.09,31.61,36.01,30.49,30.03,30.78,86.22,40.54,46.61,32.79,33.03,30.37,32.18,32.15,40.31,33.41,38.48,39.06,35.12,40.68,32.57,34.16,51.96,37.01,35.18,39.6,35.52,34.48,41.2,40.17,57.51,34.21,29.38,30.61,33.41,33.19,33.69,30.61,39.21,35.19,38.9,65.28,30.26,30,31.38,31.55,31.16,31.82,30.38,32.59,31.53,32.1,30.71,32.8,32.22,29.5,32.82,30.4,32.69,29.35,31.03,32.16,33.47,30.18,31.44,32.28,30.45,30.71,29.66,31.43
