34.09,31.75,29.95,31.76,30.94,35.34,34.51,29.64,30.63,32.08,32.95,30.6,32.52,30.61,34.23,30.45,30.79,39.6,35.43,64.91,29.96,35.85,37.46,50.48,34.9,64.96,37.53,42.46,40.2,37.61,35.33,30.54,30.71,37.36,41.04,29.44,33.98,36.26,30.05,36.5,31.26,36.16,30.74,33.98,35.03,31.12,33.5,31.94,35.72,33.08,34.31,34.18,32.9,34.18,34.58,39.62,48.92,78.27,33.52,31.9,32.67,32.22,35,36.82,43.85,37.39,35.44,36.82,42.63,62.08,38.08,38.98,36.5,35.71,36.7,31.88,33.99,33.24,34.57,30.4,32.74,29.8,35.29,33.05,33.27,30.02,32.97,31.49,33.09,30.31,32.16,33.66,30.4,32.1,31.17,32.56,32.79,33.9,35.08,34.05,36.93,34.02,32.78,61.63,33.29
40.75,39.14,49.94,34.83,36.37,31.18,31.21,31.65,33.95,31.15,30.72,31.78,35.06,36.12,44.97,39.42,34.9,29.19,33.04,31.3,35.76,33.58,36.2,39.24,35.11,29.45,31.7,34.19,34.13,36.35,43,51.72,41.23
38.64,42.77,45.55,36.36,36.38,30.35,30.74,31.47,33.19,32.38,43.92,35.37,43.36,37.83,39.37,29.02,33.23,30.6,33.85,34.06,33.64,35.53,36.09,33.58,29.69,32.9,30.25,32.33,32.67,34.5,31.03,33.37
35.92,44.82,33.98,43.38,40.77,35.6,31.2,32.83,31.16,33.89,30.39,43.08,34.66,55.87,42.75,42.91,32.87,33.72,28.57,36.5,44.45,43.26,50.37,34.94,29.6,33.87,31.4,36.24,31.95,32.88,34.54,31.82,35.24,33.04,33.57,29.04,33.51,33.17,29.26,32.65,34.62,30.67,31.75,30.63,30.89,32.69,30.82,34.27,30.13
