35.4,34.64,32.31,29.19,31.52,33.6,35.12,32.58,28.84,38.35,35.91,54.48,37.35,38.56,85.02,36.8,40.11,39.94,35.29,39.54,37.07,30.88,35.55,34.32,29.97,31.33,35.01,31.7,32.1,32.71,30.4,30.54,33.81,33.14,34.9,31.65,31.9,33.62,33.17,29.27,34.16,33.64,32.62,31.35,33.86,36.35,35.22,38.72,48.2,30.8,32.87,32.04,36.36,32.49,33.86,34.62,42.76,48.03,40.91,64.31,35.81,37.92,39.57,37.94,32.11,35.25,33.15,31.11,33.68,32.15,34.88,28.98,33.82,31.29,33.81,31.41,32.84,30.74,32.6,32.68,35.4,31.41,32.46,32.26,32.71,30.07,30.63,31.53,32.85,32.03,38.62,37.26,35.82,45.18,48.03,31.31,32.84,30.64,33.19,31.14,31.07,32.72,30.86,32
42.87,39.19,42.38,35.6,35.08,34,29.97,30.31,31.55,32.69,30.4,33.13,33.1,43.37,35.22,35.43,38.38,29.47,33.73,43.56,47.12,46.31,28.59,32.72,34.07,32.96,29.93,40.3,29.57,33.34,37.27,36.86,34.93,33.58,32.78,43.43,31.68,30.72,32.37,33.78,29.66,31.91,33.02
54.92,33.57,53.9,36.15,30.31,30.98,33.17,30.05,34.22,28.4,32.53,31.08,39.91,39.18,39.98,33.93,32.32,35.31,32.01,51.76,41.96,34.82,33.59,33.2,31.81,28.86,37.71,32.46,31.72,32.42,33.55,33.53,29.2,33.83,40.98,32.8,29.67,31.32,32.81,29.82,34.39,31.31,34.59,31.87,32.62,30.04,29.99,33.97,31.64,28.14
72.66,46.35,51.5,36.79,33.96,29.78,32.11,32.67,29.41,32.12,41.75,45.89,39.3,31.32,28.9,32.08,30.74,34.74,36.84,34.25,36.4,30.15,33.33,31.08,29.65,34.07,33.78,42.57,49.82,36.29,34.57,35.76,32.28,32.4
