36,26,24,25,24,24,24,25,24,24,25,52,53,47,35,41
35,26,25,24,24,25,25,24,25,24,25,24,26,55,28
26,24,24,25,25,33,27,25,42,26,25,29,54,27
43,26,26,25,40,26,41,27,24,30,51,29
