25,36,27,24,25,24,25,25,24,26,24,53,26,25,55,30
25,41,26,24,25,25,25,41,27,25,29,50
26,25,25,25,24,42,25,25,25,26,29,50
40,26,24,25,25,25,42,26,25,26,44
