37,26,23,24,24,24,24,39,24,25,24,40,36,45,39,28
40,27,24,25,24,25,24,25,24,25,24,44,41,26
36,25,25,24,24,37,26,24,25,23,25,55,25,25
42,25,25,25,41,26,24,24,25,24,30,50,30
