40,28,25,25,25,26,25,26,26,25,25,55,25,26,57,30,34
37,26,26,26,26,26,25,25,26,26,35,52,31,27,39,38,30,28,26,25,26,26
26,35,27,26,25,26,45,27,26,31,66,39,26
34,27,41,27,26,26,25,26,26,44,52,31,28,39,39
