44,27,28,46,27,27,46,29,27,44,28,28,45,27,39,28,28,45,27,29,41,27,28,44,35,27,27,37,44,28,28,45,27,28,44,28,28,45,27,27,46,27,28,45,27,28,45,27,28,44,29,27,45,28,27,43,29,27,45,28,28,43,28,28,110,30,38,28,39,28,40,27,39,29,28,43,27,40,28,28,44,29,38,28,38,30,50,68,51,46,61,115,82,40,43,46,30,37,30,37,29,37,30,28,42,28,29,44,29,29,41,30,36,30,39,29,38,29,36,30,38,29,30,42,28,29,42,30
28,28,43,28,28,44,28,39,28,28,42,27,40,28,28,46,26,28,45,28,27,45,27,28,46,26,28,46,28,37,28,45,38,49,80,104,43,47,30,29,41,29,37,30,29,43,28,38,28,29,44,28,29,42,30,29,41,30,37,29,28,43,29,37,29,28,44,28,38,29,28,43,29,28,43,28,30,42,29,28,43,29,38,29
31,73,40,51,127,64,47,29,29,41,29,39,28,30,42,29,38,28,29,43,29,29,41,29,29,42,30,29,41,29,39,29,29,42,29,37,29,29,42,29,37,29,29,43,29,29,42,29,28,43,29
61,29,128,42,51,49,29,40,29,38,28,38,30,29,41,29,29,42,30,29,41,30,37,30,36,31,29
