27,25,24,24,25,43,24,25,25,24,51,26,25,24,24,28,40,27,41,29,35,27,45,29,35,27
25,42,25,25,24,42,26,25,25,24,29,38,31,35,33,43
40,26,25,25,25,25,41,26,24,29,38,31,35,26,51
27,25,24,41,26,24,25,25,25,41,28,25,29,35,26,47,43
