39,26,27,27,27,43,28,26,27,27,42,28,27,45,29,27,45,35,30,41,45,28,35,27
40,28,28,43,29,26,27,27,40,35,32,28,54,37,28
29,26,45,28,27,45,27,27,46,36,29,39,45
40,28,27,44,28,39,28,27,47,36,47,29,37,27
