41,25,25,25,25,50,26,26,25,24,27,39,25,40,28,59,31,27,47,45,47,35,32,26
41,26,24,25,26,25,40,26,25,30,38,35,28,38
26,25,25,26,33,31,26,26,26,24,48,27,53,35,26
41,27,25,25,24,26,40,25,25,29,40,58,38,25
