70.5,49.14,91.34,80.87,33.17,43.71,50.66,31.79,37.06,30.01,37.51,29.66,31.62,33.96,34.95,50.81,34.07,32.89,30.26,33.38,35.45,32.95,38.46,33.82,30.37,36.75,37.45,38.43,33.85,37.21,41.04,69.72,73.3,48.09,31.39,37.62,51.17,48.59,41.27,45.2,37.91,43.73,42.35,57.06,37.15,33.7,34.97,34.98,34.66,33.95,34.82,32.83,37.62,34.68,35.57,34.72,36.27,30.55,37.84,32.53,32.83,33.05,32.18,33.21,33.04,33.32,29.97,35.2,33.54,31.74,30.69,34.4,31.9,33.88
44.79,45.02,56.23,36.58,38.55,30.15,35.52,30.94,34.3,31.04,32.16,52.59,55.92,47.3,43.85,33.58,35.59,40.49,50.98,47.77,32.63,31.73,33.2,31.62,37.05,35.58,31.44,34.07,33.49,33.03,32.09,33.69,34.41,33.81,32.98,33.04,30.71,32.51,32.54,31.03,34.05,31.25,33.44,30.34,33.34,30.15,32.42,35.59,31.11,33.15,34.92,40.02,33.94
36.91,49.55,47.3,40.7,38.93,29.15,32.78,32.78,33.93,29.21,32.35,47.02,38.37,45.73,46.7,42.07,39.38,37.37,32.89,37.06,36.99,38.68,35.04,33.52,33.2,36.6,35.36
63.53,56.13,52.8,43.41,33.82,31.56,35.34,32.29,34.24,34.05,44.7,41.17,56.57,41.12,37.83,36.12,35.94,35.01,42.74,47.9,34.24,34.79,34.41,33.34,34.18,38.31
