45.29,34.02,29.2,46.12,36.56,35.62,31.57,33.05,31.92,34.6,32.67,30.22,32.61,32.3,34.53,30.05,36.71,33,92.67,90.83,93.86,43.56,39.89,33.17,33.56,36.11,33.53,33.48,29.32,33.43,30.62,33.66,30.17,43.97,31.35,34.27,33.09,33.22,29.08,31.7,34.47,30.78,30.55,30.36,32.69,33.34,29.43,35.97,29.83,36.2,36.03,47.17,66.88,35.95,35.66,35.98,36.24,36.06,41.84,43.42,44.85,41.7,44.58,59.77,34.36,30.69,34.67,33.49,34.08,32.79,33.48,29.6,32.23,36.54,33.13,31.11,33.6,30.76,32,33.65,29.82,31.7,37.2,34.11,28.91,30.9,32.27,33.72,29.7,35.07,32.79,29.39,33.42,30.15,35.61,30.47,34.98,39.5,34.42,32.7,35.05,64.16
44.68,41.95,53.48,40.97,35.41,33.06,29.34,33.52,29.33,34.95,30.48,44.62,57.53,44.87,35.63,40.33,32.58,33.26,38.13,39.47,35.78,31.93,33.67,33.8,34.02,33.23
72.99,52.3,60.64,42.86,32.48,29.45,33.66,32.37,32.45,34.99,60.58,65.16,51.28,35.27,37.01,35.69,58.84,46.35,32.06,32.28,33.73,31.25,37.07
68.89,51.8,65.15,40.87,33.97,29.81,31.89,34.98,31.47,33.52,59.5,57.03,42.25,32.94,33.18,30.85,34.95,35.53,35.81,33.25,33.52,30.98,33.01,29.91,35.22
