38.7,31.93,29.44,34.61,30.63,32.36,36.68,30.36,36.44,28.01,62.19,47.14,46.94,38.46,33.5,33.54,33.1,31.96,29.64,33.18,33.26,30.92,36.63,28.95,31.04,32.18,32.74,31.35,29.7,33.82,32.26,33.43,29.2,31.59,32.52,34.96,31.52,43.44,33.35,31.02,30.36,31.13,34.65,29.93,34.87,32.52,30.35,35.5,35.82,39.69,34.47,36.64,40.13,32.41,30.9,34.2,38.96,37.61,37.94,34.2,31.24,33.69,33.55,33.45,34.15,32.8,34.59,33.03,29.39,33.06,32.45,33.65,32.39,33.75,30.05,35.08,30.69,32.32,34.01,30.69,31.3,30,38.02,37.7,35.07,32.93,33.04,32.92,33.44,35.73,34.97,29.82,32.96,34.16,31.87,32.72,33.61,34.34
41.49,39.16,55.17,32.65,35.98,31.34,32.24,33.78,35.28,31.25,42.67,35.37,42.97,42.05,33.13,36.42,41.65,35.58,29.88,36.35,31.58
51.46,31.21,45.97,37.8,36.62,30.17,30.19,33.83,30.98,32.74,41,38.02,53.15,40.82,41.46,40.02,35.46,33.96,35.34
34.13,45.78,36.26,44.04,43.7,35.51,37.25,27.94,32.31,32.91,32.25,49.8,59.83,42.79,41.5,46.38,41.58,43.31,31.61,34.99
