37.4,31.93,30.82,34.79,31.15,32.5,33.5,28.87,32.59,33.45,29.88,33.06,31.93,30.65,35.95,30.66,33.02,29.31,33.07,30.64,33.31,29.13,31.8,32.33,32.07,32.52,32.47,30.82,32.43,28.78,31.41,32.34,34.62,30.06,40.4,35.24,57.29,41.71,33.8,37,30.13,34.42,32.83,33.23,32.13,48.67,31.35,32.44,30.15,32.66,32.19,36.08,31.17,31.99,32.24,31.37,32.39,33.13,31.18,32.8,37.12,37.36,37.24,35.26,35.7,37.36,33.92,33.15,37.81,39.78,37.6,45.63,37.73,33.44,34.36,30.15,33.26,35.49,34.21,37.53,30.81,33.32,30.5,33.12,32.62,31.93,33.54,36.53,29.67,34.03,36.27
39.17,42.85,43.78,44.88,36.35,29.86,34.85,29.49,32.04,31.13,46.92,34.02,45.18,33.84,36.78,29.86,34.07,34.24,40.57,35.35,35.13,31.75,32.89,30.12,31.45,35.32
41.54,42.54,47.08,37.64,35.02,31.29,32.55,31.07,32.67,33.13,40.17,40,45.01,37.8,34.05,34.04,33.25,32.27,36.02,34.71,37.59,33.81,31.28,32.42,31.8,33.92,32.2
65.61,51.18,45.61,36.92,33.62,34,30.95,34.1,31.77,52.99,47.73,40.14,33.26,32.99,32.46,32.83,34,40.43,40.19,33.75,33.38,32.8,33.97,31.9,35.3
