34.28,33.72,31.97,29.93,35.49,29.3,35.64,30.87,30.19,34.11,29.96,30.38,35.22,31.38,34.57,29.71,32.49,30.41,34.74,29.96,31.05,31.14,31.76,29.91,31.91,32.65,30.58,30.38,32.09,31.61,31.3,30.32,31.64,29.86,31.45,36.01,29.96,30.11,32.91,30.32,30.58,33.29,29.07,32.94,30.41,45.79,31.48,44.71,41.12,39.82,33.37,30.37,34.57,31.38,32.62,30.16,33.05,32.6,31.5,34.44,36.18,31.69,33.54,33.9,34.9,29.99,33.05,29.96,32.68,30.95,32.32,30.25,34.6,43.23,32.08,29.09,33.08,31.35,31.92,55.52,42.73,36.76,34.21,41.22,34.3,44.36,43.8,40.02,35.11,41.58,38.14,33.11,32.84,34.88,29.29,39.51,33.61,37.78,30.3,35.9,33.11,29.57,32.88,33.52,29.02,33.37,33,30.63,34.77,30.24,32.06,34.61,33.86,29.91,37.38,37.94,33.83
40.31,42.07,46.04,38.59,36.3,30.46,33.08,30.86,32.75,30.05,33.04,29.49,33.84,52.18,42.03,36.78,37.34,30.99,32.85,43.95,51.12,37.58,33.92,29.8,33.15,32.04,35.02
38.96,43.44,45,36.28,37.8,32.85,30.68,33.36,32.59,29.16,43.18,36.41,39.57,41.01,32.65,36.49,32,31.41,33.92,41.78,38.29,35.31,37.45,33.75,31.53,31.84,36.4,37.19
42.13,43.74,45.15,45.71,29.95,31.86,33.41,34.47,29.48,33.4,31.92,51.12,49.19,39.74,41.33,35.31,30.15,35.88,54.03,53.32,34.16,31.21,33.2,31.69,33.84,39.3
