48.67,30.97,28.72,27.36,30.6,27.25,29.18,31.48,28.94,28.87,26.49,28.23,30.54,27.34,32.12,28.86,27.79,28.5,29.35,43.63,54.6,59.81,65.49,33.92,42.14,40.57,40.2,30.05,29.82,30.77,29.82,27.89,27.77,28.31,28.85,28.66,27.91,29.98,28.12,28.36,32.38,29.88,27.76,29.98,30.71,26.99,30.08,31.28,30.94,30.22,26.26,29.58,29.5,29.63,28.39,28.95,29.07,30.57,26.27,28.99,27.44,33.41,30.51,43.03,53.75,36.88,32.53,53.59,32.67,42.38,30.91,34.96,34.34,31.94,33.51,33.98,55.61,27.71,29.79,28.1,31.27,31.6,31.95,29.41,27.11,28.15,30.13,26.04,28.79,29.87,28.36,29.47,27.57,29.77,27.01,30.02,26.34,28.4,29.73,28.08,28.81,29.4,28.57,29.6,33.05,31.56,28.93,29.13,60.64
55.46,44.14,40.33,39.59,28.82,27.58,29.28,31.73,27.82,28.61,30.68,27.31,30.25,60.52,36.18,35.61,32.36,26.79,31.59,29.15,32.65,43.89,37.8,35.36,30.96,26.5,30.22,29.88,29.68,32.66,41.02,40.81,40.18,38.94
57.34,44.87,41.09,39.39,28.89,28.57,28.37,29.07,27.54,28.27,43.45,27.76,45.82,48.92,30.88,33.1,33.18,27.7,27.96,31.24,33.75,30.5,31.24,31.12,33.24,28.6,27.26,29.15,29.39,27.74,30.61
33.01,35,43.17,34.33,35.38,42.79,28.62,27.75,29.32,29.39,28.24,30.4,40.05,56.99,35.27,35.57,31.41,28.11,28.58,30.9,28.63,45.54,44.35,38.62,29.62,30.24,29.99,26.26,30.23,31.23
