36.62,32.38,30.67,25.8,28.18,35.45,29.39,25.55,28.66,29.22,27.23,43.16,34.07,56.71,25.69,32.65,70.15,35.79,29.82,33.36,33.88,32.52,29.89,26.18,28.37,28.54,28.38,28.21,28.08,28.4,29.44,30.28,29.79,33.48,27.99,29.8,32.25,31.23,28.11,28.87,29.73,26.97,29.73,28.08,29.4,28.63,27.86,29.1,27.42,28.11,28.25,32.23,28.91,32.24,32.59,37.26,51.77,30.68,32.16,33.37,34.65,37.78,33.96,38.13,30.34,30.15,31.81,32.1,70.29,32.76,30.45,29.62,30.78,29.81,27.98,30.68,30.59,27.03,27.58,28.65,30.23,27.5,27.02,28.26,28.72,31.87,24.93,29.17,29.88,26.7,28.55,29.41,27.83,27.61,30.54,25.56,28.96,30.14,28.45,30.3,34.86,27.33,31.94,29.86,58.98,28.31,27.4,29.78,26.03,28.51,31.51,29.15
36.33,37.89,42.2,33.2,29.03,29.63,27.94,28.89,30.2,30.39,28.23,26.78,28.08,27.67,34.51,28.69,36.75,28.52,31.16,28.6,28.78,29.75,28.85,28.98,30.73,30.86,39.27,37.19,26.76,28.81,29.52,30.14,31.8,42.02,40.14,33.19,33.08,31.02
31.32,39.19,38.49,29.88,32.44,35.57,27.49,29.99,29.53,27.85,28.46,27.34,28.62,28.83,33.25,39.65,32.07,34.03,30.51,30.53,27.23,30.64,32.91,48.47,45.12,30.38,28.23,29.03,26.81,30.69,30.37,33.26,28.66,29.11,28.67,39.69,62.05,32.97,32.1,31.6,30.56
56.13,42.77,44.73,33.89,32.48,27.46,28.31,30.39,28.3,27.75,29.16,29.67,30.15,30.93,37.47,33.86,29.22,30.56,26.47,29.63,28.82,30.56,32.02,29.3,29.15,38.27,29.39,30.08,28.69,31.13,30.66,42.23,43.67,31.06,31.82,32.42
