27,27,26,33,34,26,26,27,26,38,27,29,27,26,26,27,26,26,27,26,27,27,26,27,26,50,31,51,27,27,26,31,28,27,26,43,28,25,26,26,26,26,27,27,27,27,26,26,27,26,26,27,26,26,27,26,26,26,26,26,27,26,26,27,26,26,27,26,33,38,30,26,26,54,26,27,41,28,26,33,28,156,28,26,26,45,26,31,26,49,26,27,26,26,27,36,27,27,27,29,27,26,27,28,27,27,26,33,27,26,26,29,26,29,26,29,27,26,26,68,27,29,26,34,27
26,25,26,27,27,37,29,26,28,27,36,26,29,28,28,26,40,27,26,27,30,27,27,28,30,27,31,29,26,26,38,33,30,27,70,27,41,27,27,27,52,26,27,26,40,27,26,27,27,27,31,32
30,27,26,26,38,31,26,37,27,30,27,27,26,29,26,40,27,27,26,28,29,33,30,39,26,26,27,26,33,43,27,27,27,63,27,42,27,34,26,32,28,28,26,30,26,29,27,30,32
27,26,37,31,27,35,27,26,26,56,28,26,27,32,27,28,26,43,27,32,29,39,27,26,33,30,28,75,27,26,27,50,27,26,27,36,27,31,27,34,27,29,27,31,27,28,31
