27,27,27,27,26,26,26,26,26,26,26,27,26,25,26,25,25,26,25,26,26,26,27,25,26,26,26,27,26,25,27,26,26,26,27,26,26,27,27,27,27,27,26,26,26,26,26,45,33,27,51,27,30,27,27,26,29,28,41,28,27,26,26,26,27,27,26,27,26,26,26,26,27,26,27,27,26,26,26,26,26,26,27,26,26,27,26,26,26,26,26,26,26,29,28,37,37,33,26,43,27,66,28,41,27,35,27,44,29,27,27,30,26,27,26,26,26,29,26,26,26,28,26,29,27,27,26,26,26,30,26,26,26,29,27,25,26,27,26,27,27,27,26
26,35,26,25,26,48,29,31,26,55,26,26,27,29,27,27,26,30,27,26,29,52,36,27,26,43,27,65,27,42,26,26,26,37,27,43,28,31,27,28,26,37,26,27,26,30,27,26,26,26,27,33,27,29
26,26,65,29,27,26,51,26,29,26,31,27,26,25,28,27,41,29,36,36,44,26,66,27,41,27,36,27,54,28,26,26,33,26,33,26,26,27,29,27,26,26,30,27,28,26,28,26,29
25,27,49,28,27,26,50,27,25,26,30,28,28,26,41,27,27,28,37,36,44,32,66,27,41,27,37,26,45,28,29,26
