27,27,26,27,27,27,26,27,27,26,26,25,26,26,26,52,30,55,27,27,26,31,28,28,27,46,27,28,26,27,26,26,26,27,26,26,26,26,26,26,26,26,27,27,27,26,27,26,26,27,26,26,27,26,26,27,26,27,26,26,29,28,28,35,31,53,27,27,43,33,27,153,27,44,27,27,26,38,26,32,28,30,27,27,26,30,27,38,27,27,27,30,27,27,27,28,26,27,27,35,27,29,27,28,27,26,26,29,26,27,26,28,26,28,26,26,27,27,26,27,26,66,27
25,26,27,44,32,27,53,27,26,26,31,28,28,26,27,26,48,28,28,27,36,29,27,26,51,41,28,26,32,26,26,27,26,27,140,28,45,27,50,27,33,28,29,32,31,26,27,26
26,27,43,32,27,52,27,30,28,26,26,28,27,44,27,27,27,27,28,36,33,46,26,26,41,33,27,152,28,26,27,44,27,37,26,34,28,28,27
27,27,80,33,36,27,53,27,26,26,31,27,28,27,44,28,28,28,36,29,47,27,33,27,47,27,26,26,162,28,26,27,48,27,28,26,39,27,32,28
