27,26,37,44,35,27,26,26,26,26,58,26,32,28,28,26,96,27,30,27,29
41,27,26,27,45,32,26,34,26,39,27,31,27,27,26,41,27,27,26,27,27,31,28,40,31,26,33,30,26,84,28,27,26,45,26,27,26,25,26,35,27,28,26
26,27,38,29,26,26,28,27,26,26,35,27,29,27,27,26,40,26,27,26,26,27,27,27,28,26,30,33,39,26,33,27,28,27,26,26,74,27,26,26,46,26,26,26,47,26,26,26,27,26,37,27,26,26
26,26,66,28,27,26,35,26,31,26,28,27,28,28,39,27,28,28,28,26,30,28,40,32,33,27,29,26,73,26,26,26,42,27,28,27,46,27,25,27,34,26,34,26
