39,25,24,25,24,30,25,24,39,26,23,25,24,23,25,24,48,31,39,27,69,51
36,25,24,24,25,35,25,24,25,24,36,25,24,25,24,25,24,25,47,29,50,52
27,37,26,25,23,30,24,24,35,24,40,25,24,39,25,24,46,30,54,25,49
36,26,24,25,24,24,24,37,26,23,25,25,24,24,25,24,25,24,38,27,40,28,49,55,50
