39,27,26,26,27,46,26,27,26,37,26,26,26,26,27,25,42,34,33,32,56
37,25,26,26,26,27,26,40,27,26,25,27,26,25,44,29,37,31,41,46,65
29,25,27,26,43,26,26,27,26,45,28,27,26,27,42,28,26,45,31,36,28,50,56
42,27,26,27,26,44,29,38,26,41,27,26,27,26,26,35,27,26,26,26,26,36,27,26,27,26,44,26,26,38,43,26,27,44,52,34,29,83,45,92,32
