41.14,35.34,32.06,29.88,30.93,39.58,29.88,34.21,29.65,33,28.81,33.26,28.91,30.91,41.33,30.03,66.68,30.06,32.14,52.62,32.59,30.86,29.24,33.09,30.03,45.18,36.64,31.88,33.75,32.5,32.68,29.35,32.4,33.89,28.35,29.33,38.6,28.59,28.78,29.66,32.07,28.73,32.18,32.34,29.67,31.96,32.59,29.96,32.78,29.94,33.06,29.15,32.58,29.79,34.85,33.43,31.41,32.88,33.64,32.83,33.98,35.75,35.21,35.39,34.08,37.33,32.81,39.39,30.22
34.54,30.81,30.63,30.07,31.56,28.85,31.04,29.23,39.24,29.57,32.62,40.84,29.61,34.64
35.22,31.46,30.47,30.48,29.38,30.09,33.17,27.77,32,38.67,29.36,32.78,40.68,34.09,29.22,28.87,32.36,29.3,32.66
35.85,29.29,30.97,29.18,30.58,31.23,29.35,28.95,34.84,36.25,30.03,43.53,29.9,32.05,34.37,32.91,29.56,34.13
