40.43,32.15,33.69,28.54,32.29,33.66,30.53,31.37,33.24,29.65,32.89,33.14,28.73,32.9,41.38,32.67,57.22,31.27,49.73,33.36,35.18,31.17,29.88,31.72,32.83,45.06,32.73,32.17,35.14,29.28,32.97,36.88,31.76,28.88,30.35,34.44,33.1,28.71,29.68,31.62,27.87,34.93,31.83,32.7,27.95,30.74,32.34,31.74,32.64,32.09,30.02
36.72,31.23,30.2,32.65,29.71,31.01,32.63,28.1,37.2,32.1,35.08,33.1,41.28,35.43,37.1,29.21
33.82,29.34,31.57,31.19,32.09,29.37,31.13,32.13,32.33,39.97,39.08,32.95,37.57,32.45
31.74,33.35,30.28,32.66,28.95,32.38,32.51,28.32,37.43,32.36,50.04,38.04,31.86
