26,26,26,26,25,26,26,26,26,25,25,26,26,25,25,25,25,26,25,25,25,25,25,25,25,25,26,26,25,26,26,26,27,25,26,26,26,27,26,26,26,26,27,26,27,30,27,25,31,117,42,29,27,58,27,48,26,36,26,26,26,25,26,26,25,26,26,28,26,33,29,25,27,26,27,26,26,26,26,27,26,26,26,26,25,26,26,26,25,25,26,27,26,32,26,26,27,26,26,101,26,26,26,29,31,27,28,29,27,26,27,26,25,26,25,26,26,25,26,25,26,25,26,26,25,25,26,25,26,26,26,25,26,25,25,25,26,25,26,25,25,26,25,25,25,25,25,25,25,25,25,31,28,28,26,30,26,28,26
25,26,27,49,43,29,36,27,30,30,26,25,31,26,25,26,26,26,26,25,26,27,59,27,26,25,27,29,30,26,26,27,26,25,27,28,25,27,26,25,26,25,25,26,25,26,26,25,25,26,26,26,26,27,26,26,26,27,30,29,26
26,26,35,44,44,29,26,25,37,27,30,27,30,26,25,26,26,26,25,27,27,26,43,27,26,26,26,26,28,31,28,26,28,27,29,27,27,27,26,27,26,26,25,26,25,25,27,25,26,28,26
26,25,27,26,63,28,26,26,40,27,31,27,26,25,31,27,26,26,29,26,26,27,26,26,27,27,26,26,26,26,44,30,27,26,27,26,30,28,25,28,30,28,26,26,25,26,28,28
