26,25,26,25,26,25,26,26,26,25,26,26,26,25,26,26,26,25,26,26,26,26,25,26,26,26,26,26,27,25,26,26,26,25,25,26,25,25,25,26,25,25,25,26,25,27,31,29,28,29,115,42,29,27,25,26,63,27,47,27,25,26,39,26,26,26,26,26,26,26,25,26,25,27,27,26,33,28,25,26,26,26,26,25,25,26,26,25,27,25,26,25,26,28,25,26,26,27,26,27,26,32,27,26,27,26,27,107,27,26,26,26,27,26,27,28,28,26,26,26,26,25,26,26,26,25,26,26,26,25,27,25,26,26,26,25,26,26,26,26,25,26,26,26,25,27,28,31,28,26,31,29
26,26,26,59,29,37,26,31,27,30,26,26,26,26,26,25,26,26,26,32,26,26,27,26,26,47,28,26,25,26,27,25,26,25,26,27,28,25,26,26,26,26,25,26,25,26,25,25,27,25,26,25,26,25,25,29,28,26,25,27
26,25,26,57,29,37,27,30,26,30,26,26,25,26,26,26,26,26,26,26,26,42,27,29,29,27,26,27,26,28,28,27,28,25
26,25,26,57,30,36,27,30,26,30,26,26,25,26,26,25,26,25,26,26,27,52,27,26,25,31,29,25,26,27,25,31,26,25,26,28,27,28,29,25
