26,26,26,36,26,26,26,27,26,37,26,26,26,26,26,26,26,26,26,25,26,25,26,26,26,26,27,25,27,26,26,26,26,26,27,27,26,26,26,27,27,26,26,28,31,27,30,63,96,27,28,49,31,28,26,26,53,26,26,26,25,26,26,37,29,27,26,26,27,26,26,26,26,28,25,35,29,27,27,26,27,28,26,26,28,27,39,31,29,37,27,27,30,27,105,27,26,32,29,27,27,27,27,27,26,26,27,26,26,27,27,27,30,26,26,26,25,27,29,27,28,28,26,26,26,26,27,26,26,25,26,26
26,26,27,45,45,28,26,25,37,27,31,25,26,26,26,25,26,31,27,26,27,26,26,26,26,26,40,26,26,33,29,28,37,26,26,26,25,26,26,25,33,30,27,26
27,27,26,44,44,28,26,26,26,26,51,27,31,26,26,26,26,27,25,31,30,27,27,27,26,26,26,26,26,26,26,26,42,37,27,31,27,27,29,28,27,27,26,26,27,28,27,26,26,27,26,26
31,26,26,26,32,45,32,25,39,28,26,26,37,27,30,27,26,26,25,31,27,27,26,26,26,27,26,26,39,26,26,30,27,29,39,27,26,26,26,28,30,27,27
