27,27,27,27,27,26,27,26,27,27,27,26,28,27,28,27,28,27,27,27,28,27,27,27,28,27,28,28,27,28,27,28,28,27,27,27,27,27,27,26,27,27,26,27,26,27,26,27,26,27,27,27,27,27,27,28,29,30,28,28,113,45,32,32,29,29,58,29,48,28,27,27,27,27,26,37,29,29,27,28,27,27,27,27,27,29,27,35,30,28,27,28,27,28,27,28,26,27,30,33,28,29,28,27,33,28,27,27,29,28,109,28,28,28,28,28,27,28,28,27,27,27,28,27,29,30,27,32,30,28,36,28,28,29,27,27,28,27,27,27,32,29,28,29,27
27,27,27,27,47,47,29,28,28,37,28,32,28,27,28,27,32,28,27,27,28,27,28,27,26,26,27,41,28,27,36,37,28,29,29,26,31,29,28,28,27,28,29,27
27,27,28,47,46,29,27,28,38,28,32,28,28,27,26,32,28,27,28,28,28,27,27,27,50,28,27,32,27,32,31,39,27,28,26,27,27,33,30,29,28
27,27,27,59,32,28,27,38,27,32,27,27,28,26,31,27,27,28,28,28,27,27,27,27,27,39,28,26,35,38,27,28,28,27,30,29,27,28,28,29,26
