38.75,33.34,30.64,30.85,31.74,33.45,35.54,29.07,29.61,33.04,30.66,33.25,28.6,35.55,47.59,32.25,44.09,44.17,34.1,28.86,35.63
37.01,31.69,31.32,33.77,29.8,30.89,31.81,32.77,40.6,29.5,49.35,34.74,32.84,32.87
36.99,30.7,29.25,32.77,29.28,30.93,30.96,33.83,28.83,42.2,30.95,30.77,44.1,34.3
37.42,30.75,30.07,32.68,29.7,31.8,29.77,31.84,36.68,35.2,38.66,38.75,29.94,34.44
