56.31,30.06,30.66,33.57,40.61,33.11,29.18,31.85,33.4,30.8,33.54,33.64,30.65,54.8,58.74,52.12,37.39
36.95,33.03,30.72,30.54,30.33,32.37,31.96,33.35,39.62,44.44,33.52,34.26,51.94
37.05,32.17,32.23,32.79,29.97,33.1,30.37,30.12,35.82,48.34,36.13,45.29,33.44,35.27
36.92,31.71,34.49,31.06,31.33,33.22,28.78,33.23,44.03,37.49,47.91,33.11,30.23,31.64,31.87
