32.84,27.06,30.54,29.04,26.15,28.67,27.83,34.7,31.1,27.28,26.26,27.56,29.32,29.45,26.86,38.52,28.54,60.29,23.6,32.19,66.63,38
30.86,26.81,29.99,29.85,26.47,29.04,28.62,30.29,28.97,36.03,29.55,38.64,28.08,27.44,30.91,27.53,28.57,30.89
32.75,27.48,27.64,28.05,29.93,25.92,28.78,27.87,28.06,27.59,39.3,26.71,41.14
30.3,28.17,29.82,25.81,29.01,29.14,28.43,26.12,29.72,37.8,27.55,38.11,26.25,28.38
