42.77,29,32.42,31.87,31.55,33.66,32.55,34.38,29.66,33.29,33.77,28.75,31.7,36.19,40.63,41.8,40.03,32.68,33.51
38.88,33.78,29.67,31.53,32.74,30.95,32.9,30.85,35.16,38.53,51.9,28.32,31.39,36.27
35.57,31.79,32.69,28.88,31.73,31.61,31.59,32.52,42.56,31.79,44.33,32.17,36.64
37.16,29.93,30.27,32.06,32.43,30.65,32.34,31.93,31.94,42.87,33.19,44.55,29.14,32.85,31.97,32.92,29.18,32.75,33.03
