40.07,34,29.77,32.83,32.71,41.14,29.79,35.79,29.85,33.59,33.59,30.92,31.62,37.54,39.04,40.29,41.97,32.33,32.54,45.98,77.19,39.89,37.56
39.34,32.16,29.1,35.92,30.2,35.18,32.62,29.97,50.07,38.55,40.77,33.98,32.53,32.97,33.63,32.35,29.14,32.39,33.44,33.12
36.42,30.44,35.63,28.75,34.89,29.07,33.75,32.62,49.27,38.28,33.9,34.26,41.9,33.73,33.12
36.09,32.31,30.52,32.19,32.45,29.71,32.83,35.82,35.52,43.38,54.07,34.56,34.07,29.57,32.59,33.57,31.78,43.99,38.78,30.51,33.77,29.59,32.41
