35.2,34.61,29.8,29.21,33.74,31.7,31.46,32.93,29.26,32.81,29.31,31.41,31.25,32.71,43.03,31.83,41.14,39.11,30.43,33.53,28.73,35.06,34.04,32.66,31.47,34.36,29.39
35.9,33.45,31.58,33,30.23,30.22,30.8,32.35,44.22,32.47,41.07,32.41,32.8
37.1,33.09,31.72,28.32,33.96,29.62,31.18,33.23,33.96,36.57,45.83,32,34.93
35.67,29.7,32.35,32.4,29.11,30.51,31.79,33.58,32.8,39.94,47.65
