38,25,25,25,24,25,25,25,37,25,25,25,24,25,24,26,25,34,25,24,25,30,31,25,25,35,38,25,25,41,47,25,24,25,76,25,25,24,92,24,28,37,24,59,42,57,57,28,38,27,36,26,56,26,40,27,40,27,26,26,38,27,40,26,26,25,25,25,25,26,25,25,39,26,40,26,26,25,40,26,26,25,40,26,40,27,47,31,28,35,27,40,26,39,26,26,25,25,26,25,25,25,25,25,26,25,26,25,25,26,26,25,26,25,25,35,26,25,25,25,25
25,35,25,67,40,26,75,37,45,38,30,26,40,39,44,27,42,25,41,30,37,27,24,26,39,27,24,26,24,26,39,25,26,24,25,31,37,25,26,38,27,27,26,48,25,48,25,26,53,60,28,37,64
41,25,65,51,57,49,54,47,35,26,51,56,48,61,63,49,31,39,76,35,25,26,25,41,27,24,25,26,26,25,25,39,26,26,25,26,26
27,54,25,25,45,45,68,44,51,33,35,36,26,28,50,40,25,41,29,46,42,26,42,25,26,32,35,26,40,26,42,26,25,46,34,27,77,26,26,58
