29,53,26,41,45,44,63,70,29,26,41,27,41,47,35,28,39,29,36,36,38,45,27,40,26,24,32,36,26,38,27,25,26,26,27
42,27,63,43,66,39,44,27,41,26,49,42,27,40,27,25,27,46,41,29
41,26,65,41,27,80,29,35,28,35,27,54,36,26,40,28,39,28,24,48,27,40,30,36,28,39,27,26,26,38,27,26,26,25,26,26,44,27,39,27,26,27,26,26,27,26,26,26,27,25,27,25,26,25,45,27,37,27
40,26,65,40,29,79,27,32,51,28,49,41,31,35,26,49,42,30
