42,58,24,25,44,56,33,76,55,53,54,74,59,27,67,26,26,34,28,25,26,38,27,26,25,26,25,38,27,25,25,26,25,38,26,42,26,25,25,26,25,25,25,25,25,37,30,47,28,26
42,26,67,40,28,72,35,50,37,30,26,42,53,26,27,42,27,40,26,41,26,26,25,39,26,39,25,25,26,25,31,24,25,25,50,25,46,25,25,24,51,26,25,50,32,64,39,27
67,39,26,58,49,29,38,30,39,31,34,26,40,57,27,34,48,40,28
42,25,68,39,26,43,66,32,41,43,27,25,31,52,43,39,27,49,30,42,27
