27,25,24,25,25,40,25,24,25,29,25,24,34,36,25,24,40,42,24,25,46,49,24,26,53,25,41,24,25,24,78,26,25,26,66,43,25,61,53,41,54,44,35,35,32,27,40,27,26,26,37,26,42,26,40,26,41,27,24,27,39,26,25,25,26,25,25,26,39,25,25,25,42,26,41,26,39,27,52,43,28,51,25
72,54,56,25,66,28,91,28,62,33,57,45,46,34,26,42,27,39,30,37,27,39,27,25,25,26,26,24,26,39,26,41,26,25,26,26,25,26,26,26,25,25,43,27,40,27,24,26,26,25,44,45,28
41,26,67,41,28,78,29,47,27,40,43,41,26,26,25,40,25,51,42,29
41,25,67,40,26,62,50,28,37,27,38,31,50,35,27,25,26,47,31,26,36,26,41,26,40,27,25,26,25,47,24,43,27,25,26,25,27,27,43,27,39,28
